date,korea,other,whole,KOSPI
20160602,0.752,0.248,478130,1985.11
20160603,0.726,0.274,456467,1985.84
20160607,0.556,0.444,1036312,2011.63
20160608,0.692,0.308,288348,2027.08
20160609,0.672,0.328,275189,2024.17
20160610,0.301,0.699,449785,2017.63
20160613,0.21,0.79,1111800,1979.06
20160615,0.321,0.679,308032,1968.83
20160616,0.317,0.683,329678,1951.99
20160617,0.438,0.562,353183,1953.4
20160620,0.316,0.684,884047,1981.12
20160621,0.446,0.554,302764,1982.7
20160622,0.446,0.554,313132,1992.58
20160623,0.263,0.737,409370,1986.71
20160624,0.37,0.63,370733,1925.24
20160627,0.262,0.738,749439,1926.85
20160628,0.375,0.625,259158,1936.22
20160629,0.384,0.616,244212,1956.36
20160630,0.618,0.382,548648,1970.35
20160704,0.519,0.481,793722,1995.3
20160705,0.61,0.39,293908,1989.85
20160706,0.591,0.409,328899,1953.12
20160707,0.628,0.372,403880,1974.08
20160708,0.582,0.418,380134,1963.1
20160711,0.446,0.554,1063525,1988.54
20160712,0.604,0.396,280641,1991.23
20160713,0.444,0.557,375740,2005.55
20160714,0.289,0.711,428625,2008.77
20160715,0.292,0.708,370281,2017.26
20160718,0.365,0.635,1164868,2021.11
20160719,0.238,0.762,337838,2016.89
20160720,0.241,0.759,344593,2015.46
20160721,0.845,0.155,1062835,2012.22
20160722,0.805,0.195,852820,2010.34
20160725,0.742,0.258,1649758,2012.32
20160726,0.725,0.275,721104,2027.34
20160727,0.686,0.314,654170,2025.05
20160728,0.658,0.342,1354858,2021.1
20160729,0.641,0.359,1030919,2016.19
20160902,0.407,0.593,250851,2038.31
20160905,0.405,0.595,547851,2060.08
20160906,0.474,0.526,170927,2066.53
20160907,0.47,0.53,156300,2061.88
20160908,0.871,0.129,385563,2063.73
20160909,0.871,0.129,354876,2037.87
20160912,0.825,0.175,917185,1991.48
20160913,0.821,0.179,296874,1999.36
20160919,0.596,0.404,934286,2015.78
20160920,0.594,0.406,230350,2025.71
20160921,0.581,0.419,197803,2035.99
20160922,0.522,0.478,204901,2049.7
20160923,0.509,0.491,206812,2054.07
20160926,0.44,0.56,461283,2047.11
20160927,0.524,0.476,163806,2062.82
20160928,0.543,0.457,173261,2053.06
20160929,0.738,0.262,712358,2068.72
20160930,0.638,0.362,429524,2043.63
20161004,0.373,0.627,933965,2054.86
20161005,0.345,0.655,278116,2053
20161006,0.269,0.731,293615,2065.3
20161007,0.279,0.721,292669,2053.8
20161010,0.271,0.729,669525,2056.82
20161011,0.249,0.751,215021,2031.93
20161012,0.231,0.769,196629,2033.73
20161013,0.225,0.775,213339,2015.44
20161014,0.684,0.316,351434,2022.66
20161017,0.75,0.25,981188,2027.61
20161018,0.802,0.198,338078,2040.43
20161019,0.786,0.214,313497,2040.94
20161020,0.664,0.336,329258,2040.6
20161021,0.655,0.345,322338,2033
20161024,0.701,0.299,843712,2047.74
20161025,0.677,0.323,249006,2037.17
20161026,0.462,0.538,342892,2013.89
20161027,0.317,0.683,706074,2024.12
20161028,0.344,0.656,399937,2019.42
20161031,0.332,0.668,960093,2008.19
20161102,0.365,0.635,270001,1978.94
20161103,0.368,0.632,255597,1983.8
20161104,0.346,0.654,250568,1982.02
20161107,0.312,0.688,667954,1997.58
20161108,0.364,0.636,185034,2003.38
20161109,0.403,0.597,185708,1958.38
20161110,0.407,0.593,213328,2002.6
20161111,0.46,0.54,220074,1984.43
20161114,0.428,0.572,565347,1974.4
20161115,0.498,0.502,176776,1967.53
20161116,0.497,0.503,171121,1979.65
20161117,0.286,0.714,446878,1980.55
20161118,0.229,0.771,473832,1974.58
20161121,0.181,0.819,794663,1966.05
20161122,0.234,0.766,258969,1983.47
20161123,0.264,0.736,248439,1987.95
20161124,0.415,0.585,302251,1971.26
20161125,0.482,0.518,340048,1974.46
20161128,0.454,0.546,799638,1978.13
20161129,0.535,0.465,268154,1978.39
20161130,0.566,0.434,274083,1983.48
20161202,0.578,0.422,355418,1970.61
20161205,0.567,0.433,737273,1963.36
20161206,0.628,0.372,264002,1989.86
20161207,0.628,0.372,266991,1991.89
20161208,0.688,0.312,360649,2031.07
20161209,0.635,0.365,403160,2024.69
20161212,0.629,0.371,965535,2027.24
20161213,0.653,0.347,340781,2035.98
20161214,0.634,0.366,365902,2036.87
20161215,0.735,0.265,414223,2036.65
20161216,0.718,0.282,422912,2042.24
20161219,0.689,0.311,884380,2038.39
20161220,0.692,0.308,343805,2041.94
20161221,0.67,0.33,371897,2037.96
20161222,0.83,0.17,599387,2035.73
20161223,0.794,0.206,561006,2035.9
20161226,0.695,0.305,1661652,2037.75
20161227,0.721,0.279,500954,2042.17
20161228,0.683,0.317,492156,2024.49
20161229,0.543,0.457,726617,2026.46
20170102,0.56,0.44,1095088,2026.16
20170103,0.528,0.472,440673,2043.97
20170104,0.482,0.518,373119,2045.64
20170105,0.329,0.671,552978,2041.95
20170106,0.316,0.684,501869,2049.12
20170109,0.305,0.695,1019320,2048.78
20170110,0.27,0.73,377135,2045.12
20170111,0.265,0.735,396445,2075.17
20170112,0.173,0.827,421212,2087.14
20170113,0.154,0.846,422788,2076.79
20170116,0.135,0.865,966311,2064.17
20170117,0.157,0.843,315366,2071.87
20170118,0.154,0.846,330331,2070.54
20170119,0.777,0.223,643825,2072.79
20170120,0.741,0.259,560386,2065.61
20170123,0.768,0.232,1260017,2065.99
20170124,0.743,0.257,425242,2065.76
20170125,0.714,0.286,433580,2066.94
20170126,0.657,0.344,613084,2083.59
20170131,0.748,0.252,1638073,2067.57
20170202,0.726,0.274,396472,2071.01
20170203,0.653,0.347,405441,2073.16
20170206,0.639,0.361,890644,2077.66
20170207,0.652,0.348,276366,2075.21
20170208,0.636,0.364,279730,2065.08
20170209,0.503,0.497,331023,2065.88
20170210,0.652,0.348,426240,2075.08
20170213,0.646,0.354,952611,2078.65
20170214,0.667,0.333,320481,2074.57
20170215,0.65,0.35,363323,2083.86
20170216,0.675,0.325,391636,2081.84
20170217,0.613,0.387,415692,2080.58
20170220,0.65,0.35,839603,2084.39
20170221,0.649,0.351,322684,2102.93
20170222,0.632,0.368,316977,2106.61
20170223,0.516,0.484,585224,2107.63
20170224,0.404,0.596,438264,2094.12
20170227,0.43,0.57,802242,2085.52
20170228,0.39,0.61,365950,2091.64
20170302,0.512,0.488,1055820,2102.65
20170303,0.441,0.559,293032,2078.75
20170306,0.377,0.623,633412,2081.36
20170307,0.346,0.654,205534,2094.05
20170308,0.338,0.662,201533,2095.41
20170309,0.179,0.821,247142,2091.06
20170310,0.154,0.846,228118,2097.35
20170313,0.116,0.884,660564,2117.59
20170314,0.151,0.849,167958,2133.78
20170315,0.16,0.84,177508,2133
20170316,0.156,0.844,159204,2150.08
20170317,0.108,0.892,283125,2164.58
20170320,0.055,0.945,826781,2157.01
20170321,0.099,0.901,228642,2178.38
20170322,0.097,0.903,218208,2168.3
20170323,0.351,0.649,270045,2172.72
20170324,0.597,0.403,358577,2168.95
20170327,0.466,0.534,988345,2155.66
20170328,0.569,0.431,287992,2163.31
20170329,0.542,0.458,259457,2166.98
20170330,0.432,0.568,493906,2164.64
20170331,0.447,0.553,288431,2160.23
20170403,0.378,0.622,694657,2167.51
20170404,0.452,0.548,206165,2161.1
20170405,0.44,0.56,191885,2160.85
20170406,0.469,0.531,235236,2152.75
20170407,0.437,0.563,227129,2151.73
20170410,0.376,0.624,477714,2133.32
20170411,0.445,0.555,149950,2123.85
20170412,0.45,0.55,146940,2128.91
20170413,0.196,0.804,315744,2148.61
20170414,0.208,0.792,267887,2134.88
20170417,0.182,0.818,621060,2145.78
20170418,0.226,0.774,242264,2148.46
20170419,0.241,0.759,198385,2138.4
20170420,0.233,0.767,187296,2149.15
20170421,0.194,0.806,199151,2165.04
20170424,0.186,0.814,450129,2173.74
20170425,0.241,0.759,144970,2196.85
20170426,0.246,0.754,147660,2207.84
20170427,0.763,0.238,413870,2209.46
20170428,0.733,0.267,287429,2205.44
20170502,0.643,0.357,527306,2219.67
20170504,0.362,0.638,1236735,2241.24
20170508,0.432,0.568,849446,2292.76
20170510,0.313,0.687,1231162,2270.12
20170511,0.364,0.636,288855,2296.37
20170512,0.387,0.613,286143,2286.02
20170515,0.306,0.694,801987,2290.65
20170516,0.38,0.62,259970,2295.33
20170517,0.406,0.594,203717,2293.08
20170518,0.404,0.596,333064,2286.82
20170519,0.37,0.63,339386,2288.48
20170522,0.246,0.754,793119,2304.03
20170523,0.295,0.705,244257,2311.74
20170524,0.305,0.695,220381,2317.34
20170525,0.145,0.855,366576,2342.93
20170526,0.31,0.69,369722,2355.3
20170529,0.275,0.725,953283,2352.97
20170530,0.368,0.632,289892,2343.68
20170531,0.381,0.619,259669,2347.38
20170602,0.363,0.637,364544,2371.72
20170605,0.299,0.701,906178,2368.62
20170607,0.124,0.876,1523931,2360.14
20170608,0.162,0.838,356467,2363.57
20170609,0.33,0.67,350664,2381.69
20170612,0.264,0.736,849364,2357.87
20170613,0.359,0.641,251217,2374.7
20170614,0.376,0.624,231265,2372.64
20170615,0.389,0.611,234136,2361.65
20170616,0.539,0.461,267545,2361.83
20170619,0.486,0.514,643678,2370.9
20170620,0.548,0.452,203487,2369.23
20170621,0.553,0.447,206561,2357.53
20170622,0.211,0.789,424370,2370.37
20170623,0.203,0.797,330446,2378.6
20170626,0.189,0.811,777291,2388.66
20170627,0.301,0.699,213163,2391.95
20170628,0.33,0.67,191429,2382.56
20170629,0.763,0.237,491166,2395.66
20170630,0.693,0.307,312330,2391.79
20170703,0.618,0.382,635750,2394.48
20170704,0.688,0.312,216883,2380.52
20170705,0.656,0.344,213425,2388.35
20170706,0.117,0.883,653111,2387.81
20170707,0.136,0.864,505914,2379.87
20170710,0.11,0.89,1180659,2382.1
20170711,0.166,0.834,332340,2396
20170712,0.189,0.811,369384,2391.77
20170713,0.168,0.832,328379,2409.49
20170714,0.139,0.861,312125,2414.63
20170717,0.092,0.908,857856,2425.1
20170718,0.156,0.844,237759,2426.04
20170719,0.188,0.812,237407,2429.94
20170720,0.128,0.872,293647,2441.84
20170721,0.049,0.951,466126,2450.06
20170724,0.015,0.985,936383,2451.53
20170725,0.047,0.953,354143,2439.9
20170726,0.077,0.924,357725,2434.51
20170727,0.722,0.278,1352378,2443.24
20170728,0.643,0.357,890775,2400.99
20170731,0.624,0.376,1473480,2402.71
20170904,0.459,0.541,693093,2329.65
20170905,0.473,0.527,225445,2326.62
20170906,0.476,0.524,209055,2319.82
20170907,0.581,0.419,365850,2346.19
20170908,0.567,0.433,356116,2343.72
20170911,0.582,0.418,785427,2359.08
20170912,0.645,0.355,272847,2365.47
20170913,0.624,0.376,227706,2360.18
20170914,0.553,0.447,235533,2377.66
20170915,0.378,0.622,259466,2386.07
20170918,0.398,0.602,570539,2418.21
20170919,0.435,0.565,194904,2416.05
20170920,0.452,0.548,186445,2412.2
20170921,0.427,0.573,183736,2406.5
20170922,0.648,0.352,216412,2388.71
20170925,0.68,0.32,501375,2380.4
20170926,0.693,0.307,180939,2374.32
20170927,0.701,0.299,185602,2372.57
20170928,0.235,0.765,674740,2373.14
20170929,0.24,0.76,406414,2394.47
20171010,0.794,0.206,1055837,2433.81
20171011,0.825,0.175,318196,2458.16
20171012,0.835,0.165,319605,2474.76
20171013,0.781,0.219,344047,2473.62
20171016,0.783,0.217,711958,2480.05
20171017,0.79,0.21,250369,2484.37
20171018,0.796,0.204,254880,2482.91
20171019,0.783,0.217,256498,2473.06
20171020,0.581,0.419,328162,2489.54
20171023,0.581,0.419,729750,2490.05
20171024,0.624,0.376,246135,2490.49
20171025,0.625,0.375,236830,2492.5
20171026,0.23,0.77,663104,2480.63
20171027,0.304,0.696,395787,2496.63
20171030,0.228,0.772,942228,2501.93
20171031,0.328,0.672,295150,2523.43
20171102,0.32,0.68,268499,2546.36
20171103,0.598,0.402,364678,2557.97
20171106,0.525,0.475,807331,2549.41
20171107,0.61,0.39,251003,2545.44
20171108,0.61,0.39,230389,2552.4
20171109,0.515,0.485,266351,2550.57
20171110,0.546,0.454,287059,2542.95
20171113,0.407,0.593,672216,2530.35
20171114,0.476,0.524,221408,2526.64
20171115,0.494,0.506,212014,2518.25
20171116,0.301,0.699,396965,2534.79
20171117,0.232,0.768,408369,2533.99
20171120,0.182,0.818,630648,2527.67
20171121,0.247,0.753,193326,2530.7
20171122,0.283,0.717,179476,2540.51
20171123,0.68,0.32,344216,2537.15
20171124,0.671,0.329,376389,2544.33
20171127,0.66,0.34,763745,2507.81
20171128,0.705,0.295,253259,2514.19
20171129,0.695,0.305,246777,2512.9
20171130,0.691,0.309,535921,2476.37
20171204,0.679,0.321,696739,2501.67
20171205,0.71,0.29,246653,2510.12
20171206,0.693,0.307,248407,2474.37
20171207,0.681,0.319,238307,2461.98
20171208,0.553,0.447,297932,2464
20171211,0.634,0.366,696535,2471.49
20171212,0.615,0.385,233037,2461
20171213,0.624,0.376,223651,2480.55
20171214,0.613,0.387,237858,2469.48
20171215,0.647,0.353,472318,2482.07
20171218,0.713,0.287,981017,2481.88
20171219,0.784,0.216,351184,2478.53
20171220,0.781,0.219,358308,2472.37
20171221,0.88,0.12,639959,2429.83
20171222,0.828,0.172,651692,2440.54
20171226,0.783,0.217,2032614,2427.34
20171227,0.833,0.167,666365,2436.67
20171228,0.911,0.09,1002741,2467.49
20180102,0.906,0.095,1741781,2479.65
20180103,0.859,0.141,661205,2486.35
20180104,0.646,0.354,660374,2466.46
20180105,0.65,0.35,632850,2497.52
20180108,0.693,0.307,1402667,2513.28
20180109,0.713,0.287,524370,2510.23
20180110,0.704,0.296,498192,2499.75
20180111,0.706,0.294,471809,2487.91
20180112,0.539,0.461,520150,2496.42
20180115,0.57,0.43,1247525,2503.73
20180116,0.557,0.443,425935,2521.74
20180117,0.531,0.469,428520,2515.43
20180118,0.46,0.54,639112,2515.81
20180119,0.482,0.518,570614,2520.26
20180122,0.488,0.512,1186681,2502.11
20180123,0.515,0.485,403681,2536.6
20180124,0.517,0.483,406654,2538
20180125,0.522,0.478,390258,2562.23
20180126,0.517,0.483,390914,2574.76
20180129,0.531,0.469,926727,2598.19
20180130,0.575,0.425,324832,2567.74
20180131,0.579,0.421,324080,2566.46
20180202,0.585,0.415,357741,2525.39
20180205,0.569,0.431,740561,2491.75
20180206,0.547,0.453,225456,2453.31
20180207,0.536,0.464,221963,2396.56
20180208,0.508,0.493,218041,2407.62
20180209,0.717,0.283,306096,2363.77
20180212,0.702,0.298,630383,2385.38
20180213,0.671,0.329,209650,2395.19
20180214,0.643,0.358,225276,2421.83
20180219,0.394,0.606,1139845,2442.82
20180220,0.36,0.64,435530,2415.12
20180221,0.37,0.63,342499,2429.65
20180222,0.34,0.66,314035,2414.28
20180223,0.26,0.74,310264,2451.52
20180226,0.209,0.791,618213,2457.65
20180227,0.193,0.807,276961,2456.14
20180228,0.199,0.801,286454,2427.36
20180302,0.512,0.488,884122,2402.16
20180305,0.566,0.434,600437,2375.06
20180306,0.586,0.414,209222,2411.41
20180307,0.599,0.401,202174,2401.82
20180308,0.681,0.319,220219,2433.08
20180309,0.555,0.445,259536,2459.45
20180312,0.613,0.387,601714,2484.12
20180313,0.636,0.364,178645,2494.49
20180314,0.646,0.354,174046,2486.08
20180315,0.782,0.218,261097,2492.38
20180316,0.745,0.255,229949,2493.97
20180319,0.782,0.218,582135,2475.03
20180320,0.788,0.212,200531,2485.52
20180321,0.777,0.223,193093,2484.97
20180322,0.477,0.523,276280,2496.02
20180323,0.516,0.484,246621,2416.76
20180326,0.545,0.455,635449,2437.08
20180327,0.571,0.429,167215,2452.06
20180328,0.607,0.393,165594,2419.29
20180329,0.677,0.323,608346,2436.37
20180330,0.647,0.353,341994,2445.85
20180402,0.629,0.371,898609,2444.16
20180403,0.646,0.354,264230,2442.43
20180404,0.646,0.354,232671,2408.06
20180405,0.604,0.396,239051,2437.52
20180406,0.734,0.266,309343,2429.58
20180409,0.678,0.322,662416,2444.08
20180410,0.692,0.308,200777,2450.74
20180411,0.704,0.296,182743,2444.22
20180412,0.702,0.298,205179,2442.71
20180413,0.42,0.58,258356,2455.07
20180416,0.36,0.64,616498,2457.49
20180417,0.43,0.57,197275,2453.77
20180418,0.417,0.583,174399,2479.98
20180419,0.403,0.597,175546,2486.1
20180420,0.428,0.572,171696,2476.33
20180423,0.345,0.655,415976,2474.11
20180424,0.412,0.588,146772,2464.14
20180425,0.401,0.599,146228,2448.81
20180426,0.027,0.973,1034126,2475.64
20180427,0.036,0.964,637072,2492.4
20180430,0.026,0.974,1183749,2515.38
20180502,0.175,0.825,903653,2505.61
20180503,0.207,0.793,366412,2487.25
20180504,0.177,0.823,351146,2461.38
20180508,0.225,0.775,772485,2449.81
20180509,0.256,0.744,192079,2443.98
20180510,0.431,0.569,209841,2464.16
20180511,0.387,0.613,192723,2477.71
20180514,0.357,0.643,533145,2476.11
20180515,0.36,0.64,143487,2458.54
20180516,0.368,0.632,159475,2459.82
20180517,0.07,0.93,454823,2448.45
20180518,0.205,0.795,405928,2460.65
20180521,0.14,0.86,774024,2465.57
20180523,0.428,0.572,1005108,2471.91
20180524,0.561,0.439,325087,2466.01
20180525,0.565,0.435,317204,2460.8
20180528,0.582,0.418,772999,2478.96
20180529,0.629,0.371,266385,2457.25
20180530,0.641,0.359,238689,2409.03
20180531,0.681,0.319,484155,2423.01
20180604,0.663,0.337,574313,2447.76
20180605,0.679,0.321,185756,2453.76
20180607,0.147,0.853,1600521,2470.58
20180608,0.206,0.794,359108,2451.58
20180611,0.156,0.844,968639,2470.15
20180612,0.25,0.75,245685,2468.83
20180614,0.295,0.705,1003819,2423.48
20180615,0.413,0.587,291372,2404.04
20180618,0.433,0.567,736837,2376.24
20180619,0.491,0.509,192354,2340.11
20180620,0.508,0.492,238310,2363.91
20180621,0.539,0.461,264316,2337.83
20180622,0.501,0.499,264326,2357.22
20180625,0.512,0.488,603287,2357.88
20180626,0.498,0.502,228044,2350.92
20180627,0.501,0.499,232153,2342.03
20180628,0.67,0.33,458725,2314.24
20180629,0.704,0.296,284721,2326.13
20180702,0.714,0.286,697697,2271.54
20180703,0.759,0.241,265419,2272.76
20180704,0.72,0.28,262917,2265.46
20180705,0.252,0.748,577349,2257.55
20180706,0.302,0.698,467739,2272.87
20180709,0.271,0.729,1022779,2285.8
20180710,0.377,0.623,343805,2294.16
20180711,0.374,0.626,370043,2280.62
20180712,0.279,0.721,370393,2285.06
20180713,0.277,0.723,325278,2310.9
20180716,0.266,0.734,861755,2301.99
20180717,0.324,0.676,266831,2297.92
20180718,0.333,0.667,241516,2290.11
20180719,0.236,0.764,357066,2282.29
20180720,0.226,0.774,329844,2289.19
20180723,0.171,0.829,948829,2269.31
20180724,0.248,0.752,300418,2280.2
20180725,0.282,0.718,307202,2273.03
20180726,0.31,0.69,1066069,2289.06
20180727,0.239,0.761,671552,2294.99
20180730,0.174,0.826,1383394,2293.51
20180731,0.185,0.815,742023,2295.26
20180903,0.599,0.401,734981,2307.03
20180904,0.565,0.435,269458,2315.72
20180905,0.511,0.489,260927,2291.77
20180906,0.474,0.526,267141,2287.61
20180907,0.383,0.617,247235,2281.58
20180910,0.333,0.667,603392,2288.66
20180911,0.394,0.606,183736,2283.2
20180912,0.382,0.618,166335,2282.92
20180913,0.562,0.438,258362,2286.23
20180914,0.551,0.449,235255,2318.25
20180917,0.463,0.537,486116,2303.01
20180918,0.505,0.495,160778,2308.98
20180919,0.513,0.487,150227,2308.46
20180920,0.726,0.274,440822,2323.45
20180921,0.741,0.259,410733,2339.17
20180927,0.872,0.128,1481570,2355.43
20180928,0.868,0.132,373199,2343.07
20181002,0.877,0.123,217032,2309.57
20181004,0.422,0.578,1507053,2274.49
20181005,0.498,0.502,419327,2267.52
20181008,0.492,0.508,937520,2253.83
20181010,0.443,0.557,810625,2228.61
20181011,0.499,0.501,242678,2129.67
20181012,0.532,0.468,236196,2161.85
20181015,0.522,0.478,571449,2145.12
20181016,0.563,0.437,214322,2145.12
20181017,0.566,0.434,189213,2167.51
20181018,0.557,0.444,201447,2148.31
20181019,0.417,0.583,231734,2156.26
20181022,0.4,0.6,452797,2161.71
20181023,0.474,0.526,157206,2106.1
20181024,0.492,0.508,155243,2097.58
20181025,0.436,0.564,191470,2063.3
20181026,0.699,0.301,293101,2027.15
20181029,0.7,0.3,589091,1996.05
20181030,0.703,0.297,252377,2014.69
20181031,0.645,0.355,208321,2029.69
20181102,0.63,0.37,359487,2096
20181105,0.625,0.375,838125,2076.92
20181106,0.64,0.36,328300,2089.62
20181107,0.618,0.382,326815,2078.69
20181108,0.67,0.33,369397,2092.63
20181109,0.657,0.343,378685,2086.09
20181112,0.559,0.441,879744,2080.44
20181113,0.562,0.438,303055,2071.23
20181114,0.518,0.482,312357,2068.05
20181115,0.259,0.741,547533,2088.06
20181116,0.364,0.636,591468,2092.4
20181119,0.286,0.714,993605,2100.56
20181120,0.314,0.686,347959,2082.58
20181121,0.31,0.69,333815,2076.55
20181122,0.296,0.704,351475,2069.95
20181123,0.496,0.504,417131,2057.48
20181126,0.41,0.59,931212,2083.02
20181127,0.449,0.551,342445,2099.42
20181128,0.425,0.575,326316,2108.22
20181129,0.581,0.419,736903,2114.1
20181130,0.568,0.432,456694,2096.86
20181203,0.562,0.438,931663,2131.93
20181204,0.577,0.423,364866,2114.35
20181205,0.561,0.439,361757,2101.31
20181206,0.621,0.379,431159,2068.69
20181207,0.585,0.416,448116,2075.76
20181210,0.587,0.413,930259,2053.79
20181211,0.562,0.438,313951,2052.97
20181212,0.554,0.446,328045,2082.57
20181213,0.464,0.536,362649,2095.55
20181214,0.481,0.519,360158,2069.38
20181217,0.449,0.551,786307,2071.09
20181218,0.445,0.555,281305,2062.11
20181219,0.467,0.533,339290,2078.84
20181220,0.621,0.379,629047,2060.12
20181221,0.567,0.433,530697,2061.49
20181224,0.366,0.634,1175622,2055.01
20181226,0.275,0.725,1900417,2028.01
20181227,0.488,0.512,709977,2028.44
20181228,0.478,0.522,483430,2041.04
20190102,0.353,0.647,1163267,2010
20190103,0.365,0.635,353349,1993.7
20190104,0.264,0.736,394614,2010.25
20190107,0.224,0.776,725846,2037.1
20190108,0.243,0.757,254717,2025.27
20190109,0.233,0.767,262582,2064.71
20190110,0.585,0.415,382036,2063.28
20190111,0.659,0.341,418118,2075.57
20190114,0.707,0.293,926756,2064.52
20190115,0.709,0.291,321433,2097.18
20190116,0.702,0.298,329953,2106.1
20190117,0.696,0.304,353405,2107.06
20190118,0.57,0.43,360160,2124.28
20190121,0.672,0.328,750393,2124.61
20190122,0.654,0.346,267134,2117.77
20190123,0.643,0.357,255677,2127.78
20190124,0.892,0.108,510321,2145.03
20190125,0.878,0.122,466432,2177.73
20190128,0.936,0.064,1319164,2177.3
20190129,0.93,0.07,510208,2183.36
20190130,0.905,0.095,481879,2206.2
20190131,0.857,0.143,1012581,2204.85
20190207,0.752,0.248,1801166,2203.42
20190208,0.75,0.25,723238,2177.05
20190211,0.7,0.3,1126553,2180.73
20190212,0.709,0.291,354778,2190.47
20190213,0.689,0.311,348564,2201.48
20190214,0.795,0.205,399360,2225.85
20190215,0.592,0.408,506456,2196.09
20190218,0.683,0.317,925334,2210.89
20190219,0.689,0.311,335024,2205.63
20190220,0.703,0.297,365887,2229.76
20190221,0.771,0.229,473478,2228.66
20190222,0.746,0.254,416807,2230.5
20190225,0.798,0.202,854813,2232.56
20190226,0.755,0.245,344498,2226.6
20190227,0.707,0.293,343922,2234.79
20190228,0.867,0.133,654339,2195.44
20190304,0.859,0.141,569547,2190.66
20190305,0.851,0.149,172488,2179.23
20190306,0.84,0.16,153355,2175.6
20190307,0.13,0.87,544805,2165.79
20190308,0.166,0.834,394880,2137.44
20190311,0.148,0.852,1038738,2138.1
20190312,0.225,0.775,233742,2157.18
20190313,0.258,0.742,206024,2148.41
20190314,0.208,0.792,199730,2155.68
20190315,0.141,0.859,232053,2176.11
20190318,0.129,0.871,610367,2179.49
20190319,0.176,0.824,168022,2177.62
20190320,0.196,0.804,155353,2177.1
20190321,0.767,0.233,305365,2184.88
20190322,0.756,0.244,305331,2186.95
20190325,0.707,0.293,701368,2144.86
20190326,0.749,0.251,216143,2148.8
20190327,0.733,0.267,197485,2145.62
20190328,0.412,0.588,574257,2128.1
20190329,0.42,0.58,286135,2140.67
20190402,0.397,0.603,229296,2177.18
20190403,0.412,0.588,185757,2203.27
20190404,0.394,0.606,257102,2206.53
20190405,0.429,0.571,210928,2209.61
20190408,0.411,0.589,486659,2210.6
20190409,0.514,0.486,146870,2213.56
20190410,0.536,0.464,138796,2224.39
20190411,0.393,0.607,193154,2224.44
20190412,0.419,0.581,184767,2233.45
20190415,0.445,0.555,411031,2242.88
20190416,0.481,0.519,129566,2248.63
20190417,0.597,0.403,141968,2245.89
20190418,0.522,0.478,144890,2213.77
20190419,0.57,0.43,145439,2216.15
20190422,0.508,0.492,261535,2216.65
20190423,0.542,0.458,102841,2220.51
20190424,0.552,0.448,111290,2201.03
20190425,0.021,0.979,1385529,2190.5
20190426,0.037,0.963,881643,2179.31
20190429,0.086,0.914,1584614,2216.43
20190430,0.05,0.95,514395,2203.59
20190502,0.205,0.795,1186785,2212.75
20190503,0.185,0.815,490060,2196.32
20190507,0.261,0.739,993807,2176.99
20190508,0.371,0.629,280538,2168.01
20190509,0.345,0.655,208975,2102.01
20190510,0.464,0.536,286072,2108.04
20190513,0.443,0.557,740285,2079.01
20190514,0.487,0.513,221558,2081.84
20190515,0.528,0.472,214778,2092.78
20190516,0.772,0.228,375892,2067.69
20190517,0.772,0.228,336834,2055.8
20190520,0.75,0.25,901623,2055.71
20190521,0.807,0.193,303801,2061.25
20190522,0.79,0.21,265432,2064.86
20190523,0.812,0.188,263928,2059.59
20190524,0.588,0.412,296464,2045.31
20190527,0.46,0.54,861122,2044.21
20190528,0.515,0.485,300203,2048.83
20190529,0.467,0.533,272499,2023.32
20190530,0.374,0.626,579962,2038.8
20190531,0.839,0.161,747834,2041.74
20190603,0.731,0.269,1476829,2067.85
20190604,0.793,0.207,523161,2066.97
20190605,0.774,0.226,495051,2069.11
20190607,0.541,0.459,1564167,2072.33
20190610,0.478,0.522,1086741,2099.49
20190611,0.551,0.449,365972,2111.81
20190612,0.514,0.486,324457,2108.75
20190613,0.383,0.617,398494,2103.15
20190614,0.389,0.611,367222,2095.41
20190617,0.279,0.721,885982,2090.73
20190618,0.349,0.651,312221,2098.71
20190619,0.35,0.65,312332,2124.78
20190620,0.535,0.465,399431,2131.29
20190621,0.353,0.647,490203,2125.62
20190624,0.262,0.738,1176028,2126.33
20190625,0.347,0.653,399626,2121.64
20190626,0.344,0.656,371555,2121.85
20190627,0.233,0.767,790692,2134.32
20190628,0.253,0.747,445210,2130.62
20190702,0.202,0.798,398816,2122.02
20190703,0.043,0.957,860911,2096.02
20190704,0.048,0.952,708974,2108.73
20190705,0.055,0.945,633370,2110.59
20190708,0.029,0.971,1466518,2064.17
20190709,0.087,0.913,420444,2052.03
20190710,0.094,0.906,448492,2058.78
20190711,0.204,0.796,424532,2080.58
20190712,0.187,0.813,382429,2086.66
20190715,0.092,0.908,1032671,2082.48
20190716,0.174,0.826,287280,2091.87
20190717,0.176,0.824,291764,2072.92
20190718,0.048,0.952,495931,2066.55
20190719,0.07,0.93,443637,2094.36
20190722,0.023,0.977,1152461,2093.34
20190723,0.065,0.935,352041,2101.45
20190724,0.057,0.943,343924,2082.3
20190725,0.348,0.652,486585,2074.48
20190726,0.351,0.649,457569,2066.26
20190729,0.279,0.721,905688,2029.48
20190730,0.293,0.707,492876,2038.68
20190731,0.311,0.689,494999,2024.55
20190902,0.689,0.311,647518,1969.19
20190903,0.698,0.302,220716,1965.69
20190904,0.718,0.282,212994,1988.53
20190905,0.618,0.382,272608,2004.75
