date,korea,other,whole,KOSPI
20100212,0.449,0.551,384603,1593.66
20100216,0.466,0.534,1238612,1601.05
20100217,0.498,0.502,608189,1627.43
20100218,0.529,0.471,339113,1621.19
20100219,0.612,0.388,324447,1593.9
20100222,0.565,0.435,702155,1627.1
20100223,0.607,0.393,265809,1628.9
20100224,0.588,0.412,266650,1612.83
20100225,0.597,0.403,242032,1587.51
20100226,0.504,0.496,258871,1594.58
20100302,0.51,0.49,682165,1615.12
20100303,0.57,0.43,127432,1622.44
20100304,0.571,0.429,117189,1618.2
20100305,0.338,0.662,163956,1634.57
20100308,0.301,0.699,564895,1660.04
20100309,0.378,0.622,127091,1660.83
20100310,0.373,0.627,121673,1662.24
20100311,0.361,0.639,139999,1656.62
20100312,0.256,0.744,139015,1662.74
20100315,0.216,0.784,578133,1649.5
20100316,0.293,0.707,130451,1648.01
20100317,0.281,0.719,116695,1682.86
20100318,0.275,0.725,115450,1675.17
20100319,0.387,0.613,171926,1686.11
20100322,0.344,0.656,555877,1672.67
20100323,0.433,0.567,126444,1681.82
20100324,0.442,0.558,138497,1681.01
20100325,0.433,0.567,132304,1688.39
20100326,0.379,0.621,157443,1697.72
20100329,0.343,0.657,483724,1691.99
20100330,0.411,0.589,123879,1700.19
20100331,0.439,0.561,134965,1692.85
20100402,0.179,0.821,224912,1723.49
20100405,0.156,0.844,568205,1724.99
20100406,0.24,0.76,146589,1726.09
20100407,0.257,0.743,130612,1726.6
20100408,0.248,0.752,127186,1733.78
20100409,0.334,0.666,134704,1724.47
20100412,0.283,0.717,429976,1710.3
20100413,0.353,0.647,112095,1710.59
20100414,0.353,0.647,113090,1735.33
20100415,0.353,0.647,106007,1743.91
20100416,0.444,0.556,129256,1734.49
20100419,0.427,0.573,336416,1705.3
20100420,0.499,0.501,113022,1718.03
20100421,0.485,0.515,104955,1747.58
20100422,0.485,0.515,107311,1739.52
20100423,0.502,0.498,140787,1737.03
20100426,0.474,0.526,353582,1752.2
20100427,0.537,0.463,125009,1749.55
20100428,0.544,0.456,135740,1733.91
20100429,0.723,0.277,206033,1728.42
20100430,0.347,0.653,407426,1741.56
20100503,0.26,0.74,788470,1721.21
20100504,0.349,0.651,221816,1718.75
20100506,0.254,0.746,1078160,1684.71
20100507,0.385,0.615,203125,1647.5
20100510,0.403,0.597,502966,1677.63
20100511,0.491,0.509,140914,1670.24
20100512,0.503,0.497,142158,1663.03
20100513,0.506,0.494,132968,1694.58
20100514,0.626,0.374,299419,1695.63
20100517,0.483,0.517,625748,1651.51
20100518,0.63,0.37,213514,1643.24
20100519,0.642,0.358,244961,1630.08
20100520,0.643,0.357,218176,1600.18
20100524,0.349,0.651,750677,1604.93
20100525,0.549,0.451,187502,1560.83
20100526,0.56,0.44,186892,1582.12
20100527,0.532,0.468,191897,1607.5
20100528,0.383,0.617,217716,1622.78
20100531,0.215,0.785,670628,1641.25
20100603,0.312,0.688,796125,1661.84
20100604,0.589,0.411,209397,1664.13
20100607,0.403,0.597,656053,1637.97
20100608,0.593,0.407,206195,1651.48
20100609,0.616,0.384,200412,1647.22
20100610,0.582,0.419,205136,1651.7
20100611,0.434,0.566,248902,1675.34
20100614,0.411,0.589,626785,1690.6
20100615,0.435,0.565,202697,1690.03
20100616,0.439,0.561,194080,1705.33
20100617,0.707,0.293,268896,1707.92
20100618,0.691,0.309,131029,1711.95
20100621,0.62,0.38,689173,1739.68
20100622,0.643,0.357,235794,1731.48
20100623,0.645,0.355,221280,1725.82
20100624,0.606,0.394,190578,1739.87
20100625,0.49,0.51,266732,1729.84
20100628,0.485,0.515,598885,1732.03
20100629,0.484,0.516,229231,1707.76
20100630,0.476,0.524,223439,1698.29
20100702,0.467,0.533,323372,1671.82
20100705,0.386,0.614,901476,1675.37
20100706,0.476,0.524,253973,1684.94
20100707,0.482,0.518,270405,1675.65
20100708,0.267,0.733,370545,1698.64
20100709,0.272,0.728,316703,1723.01
20100712,0.252,0.748,886768,1734.05
20100713,0.305,0.695,214759,1735.08
20100714,0.314,0.686,220242,1758.01
20100715,0.605,0.395,294331,1751.29
20100716,0.619,0.381,315325,1738.45
20100719,0.537,0.463,796997,1731.95
20100720,0.623,0.377,267080,1736.77
20100721,0.627,0.373,275919,1748.78
20100722,0.369,0.631,392924,1735.53
20100723,0.337,0.663,413824,1758.06
20100726,0.332,0.668,966287,1769.07
20100727,0.338,0.662,386463,1768.31
20100728,0.34,0.66,392857,1773.47
20100729,0.407,0.593,502124,1770.88
20100730,0.289,0.711,573911,1759.33
20100902,0.562,0.438,184497,1775.73
20100903,0.466,0.534,198856,1780.02
20100906,0.397,0.603,511131,1792.42
20100907,0.524,0.476,151555,1787.74
20100908,0.54,0.46,142335,1779.22
20100909,0.528,0.472,130648,1784.36
20100910,0.657,0.343,207947,1802.58
20100913,0.601,0.399,635176,1818.86
20100914,0.683,0.317,157782,1815.25
20100915,0.687,0.313,148809,1823.88
20100916,0.663,0.337,159861,1811.85
20100917,0.657,0.343,222682,1827.35
20100920,0.587,0.413,690337,1832.63
20100924,0.653,0.347,1009254,1846.6
20100927,0.65,0.35,519103,1860.83
20100928,0.771,0.229,124884,1855.97
20100929,0.778,0.222,132729,1866.45
20100930,0.748,0.252,134647,1872.81
20101004,0.637,0.363,440150,1879.29
20101005,0.695,0.305,137087,1878.94
20101006,0.694,0.306,128492,1903.95
20101007,0.646,0.354,148571,1900.85
20101008,0.53,0.47,155225,1897.07
20101011,0.521,0.479,404590,1889.91
20101012,0.502,0.498,113385,1868.04
20101013,0.517,0.483,119557,1876.15
20101014,0.517,0.483,122542,1899.76
20101015,0.541,0.459,162466,1902.29
20101018,0.588,0.412,395315,1875.42
20101019,0.608,0.392,121488,1857.32
20101020,0.601,0.399,118076,1870.44
20101021,0.606,0.394,128277,1874.69
20101022,0.511,0.489,158698,1897.31
20101025,0.534,0.466,417315,1915.71
20101026,0.583,0.417,124889,1919.41
20101027,0.596,0.404,121605,1909.54
20101028,0.595,0.405,124549,1907.87
20101029,0.788,0.212,197644,1882.95
20101102,0.808,0.192,158129,1918.04
20101103,0.816,0.184,148733,1935.97
20101104,0.791,0.209,155539,1942.5
20101105,0.713,0.287,168812,1938.96
20101108,0.64,0.36,472561,1942.41
20101109,0.709,0.291,138252,1947.46
20101110,0.711,0.289,131322,1967.85
20101111,0.834,0.166,210215,1914.73
20101112,0.818,0.182,253571,1913.12
20101115,0.753,0.247,559562,1913.81
20101116,0.758,0.242,155410,1899.13
20101117,0.731,0.269,144160,1897.11
20101118,0.716,0.284,203145,1927.86
20101119,0.636,0.364,273189,1940.96
20101122,0.629,0.371,462774,1944.34
20101123,0.587,0.413,159362,1928.94
20101124,0.581,0.419,149825,1925.98
20101125,0.454,0.546,176753,1927.68
20101126,0.426,0.574,197371,1901.8
20101129,0.471,0.529,454154,1895.54
20101130,0.516,0.484,155598,1904.63
20101202,0.531,0.469,184905,1950.26
20101203,0.54,0.46,199931,1957.26
20101206,0.536,0.464,469871,1953.64
20101207,0.588,0.412,175658,1962.52
20101208,0.586,0.414,172765,1955.72
20101209,0.649,0.351,192268,1988.96
20101210,0.442,0.558,259453,1986.14
20101213,0.402,0.598,621085,1996.59
20101214,0.512,0.488,181038,2009.05
20101215,0.528,0.472,197056,2017.48
20101216,0.292,0.708,305389,2009.24
20101217,0.331,0.669,291198,2026.3
20101220,0.22,0.78,855703,2020.28
20101221,0.386,0.614,223969,2037.09
20101222,0.383,0.617,265920,2038.11
20101223,0.689,0.311,331608,2037.53
20101224,0.635,0.365,361901,2029.6
20101227,0.557,0.443,953140,2022.19
20101228,0.632,0.368,343824,2033.32
20101229,0.629,0.371,352115,2043.49
20101230,0.709,0.291,430283,2051
20110103,0.719,0.281,915970,2070.08
20110104,0.723,0.277,287402,2085.14
20110105,0.707,0.293,265317,2082.55
20110106,0.778,0.222,256581,2077.61
20110107,0.777,0.223,250220,2086.2
20110110,0.781,0.219,654435,2080.81
20110111,0.809,0.191,185963,2088.32
20110112,0.789,0.211,189472,2094.95
20110113,0.785,0.215,185125,2089.48
20110114,0.457,0.543,237210,2108.17
20110117,0.441,0.559,572462,2099.85
20110118,0.471,0.529,172822,2096.48
20110119,0.45,0.55,177419,2115.69
20110120,0.448,0.552,176233,2106.66
20110121,0.626,0.374,211252,2069.92
20110124,0.618,0.382,512280,2082.16
20110125,0.65,0.35,166111,2086.67
20110126,0.644,0.356,160597,2110.46
20110127,0.648,0.352,167191,2115.01
20110128,0.603,0.397,337123,2107.87
20110131,0.625,0.375,796228,2069.73
20110207,0.727,0.273,712114,2081.74
20110208,0.806,0.194,193324,2069.7
20110209,0.803,0.197,176602,2045.58
20110210,0.808,0.192,176129,2008.5
20110211,0.564,0.436,240055,1977.19
20110214,0.517,0.483,658564,2014.59
20110215,0.579,0.421,239243,2010.52
20110216,0.552,0.448,188124,1989.11
20110217,0.59,0.41,196396,1977.22
20110218,0.764,0.236,396280,2013.14
20110221,0.676,0.324,746993,2005.3
20110222,0.699,0.301,283892,1969.92
20110223,0.681,0.319,285936,1961.63
20110224,0.678,0.322,274318,1949.88
20110225,0.43,0.57,333638,1963.43
20110228,0.418,0.582,700382,1939.3
20110302,0.38,0.62,807254,1928.24
20110303,0.413,0.587,156988,1970.66
20110304,0.338,0.662,172294,2004.68
20110307,0.313,0.687,531540,1980.27
20110308,0.379,0.621,135512,1996.32
20110309,0.384,0.616,136743,2001.47
20110310,0.377,0.623,128787,1981.58
20110311,0.286,0.714,181972,1955.54
20110314,0.28,0.72,509605,1971.23
20110315,0.369,0.631,166197,1923.92
20110316,0.377,0.623,129758,1957.97
20110317,0.358,0.642,133769,1959.03
20110318,0.215,0.785,166595,1981.13
20110321,0.196,0.804,515768,2003.42
20110322,0.262,0.738,135953,2013.86
20110323,0.263,0.737,132386,2012.18
20110324,0.263,0.737,134065,2036.78
20110325,0.404,0.596,138215,2054.04
20110328,0.458,0.542,426682,2056.39
20110329,0.428,0.572,120317,2072.13
20110330,0.433,0.567,120365,2091.38
20110331,0.485,0.515,140377,2106.7
20110404,0.595,0.405,420049,2115.87
20110405,0.628,0.372,125627,2130.43
20110406,0.646,0.354,126033,2126.71
20110407,0.636,0.364,134386,2122.14
20110408,0.54,0.46,147443,2127.97
20110411,0.565,0.435,370819,2122.39
20110412,0.581,0.419,115045,2089.4
20110413,0.612,0.388,115211,2121.92
20110414,0.601,0.399,110579,2141.06
20110415,0.695,0.305,148066,2140.5
20110418,0.684,0.316,368999,2137.72
20110419,0.75,0.25,133140,2122.68
20110420,0.744,0.256,117357,2169.91
20110421,0.558,0.442,141824,2198.54
20110422,0.537,0.463,159691,2197.82
20110425,0.486,0.514,447121,2216
20110426,0.537,0.463,148310,2206.3
20110427,0.537,0.463,173931,2206.7
20110428,0.575,0.425,170108,2208.35
20110429,0.371,0.63,218054,2192.36
20110502,0.359,0.641,593705,2228.96
20110503,0.383,0.617,164528,2200.73
20110504,0.386,0.614,157552,2180.64
20110506,0.31,0.69,1093201,2147.45
20110509,0.463,0.537,507988,2139.17
20110511,0.452,0.548,868668,2166.63
20110512,0.593,0.407,173417,2122.65
20110513,0.566,0.434,179379,2120.08
20110516,0.576,0.424,529367,2104.18
20110517,0.65,0.35,171313,2102.41
20110518,0.667,0.333,167271,2135.78
20110519,0.651,0.349,165383,2095.51
20110520,0.3,0.7,301902,2111.5
20110523,0.307,0.693,803796,2055.71
20110524,0.413,0.587,224566,2061.76
20110525,0.43,0.57,203599,2035.87
20110526,0.438,0.562,211821,2091.91
20110527,0.302,0.698,303376,2100.24
20110530,0.182,0.818,1093294,2093.79
20110531,0.357,0.643,244842,2142.47
20110602,0.354,0.646,254868,2114.2
20110603,0.298,0.702,287420,2113.47
20110607,0.195,0.805,1122267,2099.71
20110608,0.309,0.691,211891,2083.35
20110609,0.347,0.653,180511,2071.42
20110610,0.508,0.492,216702,2046.67
20110613,0.386,0.614,698168,2048.74
20110614,0.497,0.503,192440,2076.83
20110615,0.515,0.485,187529,2086.53
20110616,0.536,0.465,198789,2046.63
20110617,0.338,0.662,223431,2031.93
20110620,0.306,0.694,596837,2019.65
20110621,0.387,0.614,196374,2048.17
20110622,0.401,0.599,201350,2063.9
20110623,0.389,0.611,212434,2055.86
20110624,0.512,0.488,232970,2090.81
20110627,0.477,0.523,561681,2070.29
20110628,0.547,0.453,194520,2062.91
20110629,0.549,0.451,197747,2094.42
20110630,0.109,0.891,637796,2100.69
20110704,0.121,0.879,1154114,2145.3
20110705,0.209,0.791,334127,2161.75
20110706,0.233,0.767,341109,2171.19
20110707,0.247,0.753,319858,2180.59
20110708,0.379,0.621,327152,2180.35
20110711,0.262,0.738,949787,2157.16
20110712,0.409,0.591,235054,2109.73
20110713,0.428,0.572,221709,2129.64
20110714,0.184,0.817,405174,2130.07
20110715,0.178,0.822,374854,2145.2
20110718,0.177,0.823,1053793,2130.48
20110719,0.202,0.798,326443,2130.21
20110720,0.213,0.787,305422,2154.95
20110721,0.511,0.489,367027,2145.04
20110722,0.506,0.494,375404,2171.23
20110725,0.469,0.531,926235,2150.48
20110726,0.539,0.461,353259,2168.7
20110727,0.542,0.458,345967,2174.31
20110728,0.58,0.42,359494,2155.85
20110729,0.502,0.498,470284,2133.21
20110902,0.637,0.363,238287,1867.75
20110905,0.66,0.341,684581,1785.83
20110906,0.669,0.331,173743,1766.71
20110907,0.662,0.338,168448,1833.46
20110908,0.777,0.223,208751,1846.64
20110909,0.752,0.248,214184,1812.93
20110914,0.732,0.268,1301195,1749.16
20110915,0.698,0.302,549638,1774.08
20110916,0.701,0.299,209709,1840.1
20110919,0.665,0.335,606022,1820.94
20110920,0.696,0.304,145867,1837.97
20110921,0.706,0.294,141920,1854.28
20110922,0.676,0.324,131450,1800.55
20110923,0.766,0.234,252387,1697.44
20110926,0.78,0.22,609490,1652.71
20110927,0.825,0.175,218153,1735.71
20110928,0.835,0.165,235273,1723.08
20110929,0.843,0.157,265724,1769.29
20110930,0.886,0.114,398461,1769.65
20111004,0.852,0.148,776522,1706.19
20111005,0.897,0.103,238394,1666.52
20111006,0.906,0.094,234243,1710.32
20111007,0.9,0.101,240015,1759.77
20111010,0.785,0.215,530424,1766.44
20111011,0.895,0.105,178012,1795.02
20111012,0.892,0.108,172815,1809.5
20111013,0.528,0.472,228976,1823.1
20111014,0.508,0.492,217185,1835.4
20111017,0.437,0.563,599366,1865.18
20111018,0.472,0.528,166437,1838.9
20111019,0.456,0.544,166092,1855.92
20111020,0.518,0.482,189710,1805.09
20111021,0.674,0.326,251194,1838.38
20111024,0.601,0.399,630855,1898.32
20111025,0.665,0.335,223185,1888.65
20111026,0.666,0.334,229223,1894.31
20111027,0.69,0.31,222238,1922.04
20111028,0.561,0.439,232674,1929.48
20111031,0.569,0.431,679221,1909.03
20111102,0.625,0.375,218623,1898.01
20111103,0.674,0.326,204427,1869.96
20111104,0.675,0.325,197617,1928.41
20111107,0.654,0.346,643330,1919.1
20111108,0.672,0.328,173890,1903.14
20111109,0.685,0.315,169914,1907.53
20111110,0.589,0.411,237591,1813.25
20111111,0.62,0.38,384178,1863.45
20111114,0.555,0.445,643416,1902.81
20111115,0.555,0.445,222478,1886.12
20111116,0.589,0.411,217005,1856.07
20111117,0.582,0.418,211336,1876.67
20111118,0.485,0.515,232704,1839.17
20111121,0.469,0.531,552372,1820.03
20111122,0.455,0.545,185692,1826.28
20111123,0.456,0.544,183708,1783.1
20111124,0.454,0.546,185411,1795.06
20111125,0.581,0.419,209962,1776.4
20111128,0.481,0.519,566259,1815.28
20111129,0.58,0.42,184893,1856.52
20111130,0.593,0.407,194113,1847.51
20111202,0.495,0.505,262128,1916.04
20111205,0.498,0.502,606354,1922.9
20111206,0.565,0.435,189247,1902.82
20111207,0.582,0.418,201047,1919.42
20111208,0.569,0.431,214709,1912.39
20111209,0.553,0.447,229775,1874.75
20111212,0.48,0.52,647772,1899.76
20111213,0.635,0.365,188848,1864.06
20111214,0.627,0.373,218524,1857.75
20111215,0.597,0.403,218789,1819.11
20111216,0.226,0.774,408864,1839.96
20111219,0.199,0.801,990844,1776.93
20111220,0.235,0.765,300722,1793.06
20111221,0.266,0.734,336074,1848.41
20111222,0.411,0.589,445367,1847.49
20111223,0.406,0.594,450415,1867.22
20111226,0.364,0.636,1485993,1856.7
20111227,0.347,0.653,432962,1842.02
20111228,0.34,0.66,428227,1825.12
20111229,0.334,0.666,444916,1825.74
20120102,0.294,0.706,964494,1826.37
20120103,0.314,0.686,407762,1875.41
20120104,0.315,0.685,336706,1866.22
20120105,0.329,0.671,262906,1863.74
20120106,0.413,0.587,304953,1843.14
20120109,0.364,0.636,707224,1826.49
20120110,0.426,0.574,229281,1853.22
20120111,0.439,0.561,241944,1845.55
20120112,0.364,0.636,243202,1864.57
20120113,0.298,0.702,292557,1875.68
20120116,0.255,0.745,762554,1859.27
20120117,0.299,0.701,219524,1892.74
20120118,0.301,0.699,233700,1892.39
20120119,0.586,0.414,261618,1914.97
20120120,0.562,0.438,316880,1949.89
20120125,0.581,0.419,1262179,1952.23
20120126,0.633,0.367,579829,1957.18
20120127,0.729,0.271,408894,1964.83
20120130,0.722,0.278,982222,1940.55
20120131,0.769,0.231,314040,1955.79
20120202,0.825,0.175,278334,1984.3
20120203,0.901,0.099,375326,1972.34
20120206,0.866,0.134,945799,1973.13
20120207,0.925,0.075,297494,1981.59
20120208,0.92,0.08,296372,2003.73
20120209,0.917,0.083,288532,2014.62
20120210,0.83,0.17,303966,1993.71
20120213,0.767,0.233,812717,2005.74
20120214,0.846,0.154,237644,2002.64
20120215,0.844,0.156,317522,2025.32
20120216,0.79,0.21,242403,1997.45
20120217,0.716,0.284,334054,2023.47
20120220,0.726,0.274,756014,2024.9
20120221,0.746,0.254,270810,2024.24
20120222,0.718,0.282,274729,2028.65
20120223,0.622,0.378,259492,2007.8
20120224,0.562,0.438,282520,2019.89
20120227,0.589,0.411,645376,1991.16
20120228,0.565,0.435,248612,2003.69
20120229,0.54,0.46,255288,2030.25
20120302,0.605,0.395,790018,2034.63
20120305,0.615,0.385,567928,2016.06
20120306,0.623,0.377,162157,2000.36
20120307,0.614,0.386,163423,1982.15
20120308,0.586,0.414,152493,2000.76
20120309,0.64,0.36,212210,2018.3
20120312,0.594,0.406,657146,2002.5
20120313,0.69,0.31,174961,2025.04
20120314,0.693,0.307,172334,2045.08
20120315,0.616,0.384,248327,2043.76
20120316,0.584,0.416,197718,2034.44
20120319,0.585,0.415,589570,2047
20120320,0.614,0.386,159669,2042.15
20120321,0.609,0.391,153527,2027.23
20120322,0.606,0.394,155368,2026.12
20120323,0.609,0.391,212263,2026.83
20120326,0.578,0.422,632927,2019.19
20120327,0.632,0.368,190146,2039.76
20120328,0.63,0.37,190583,2031.74
20120329,0.627,0.373,199732,2014.41
20120330,0.543,0.457,265030,2014.04
20120402,0.536,0.464,685521,2029.29
20120403,0.6,0.4,195787,2049.28
20120404,0.613,0.387,205568,2018.61
20120405,0.623,0.377,193538,2028.77
20120406,0.479,0.521,219006,2029.03
20120409,0.449,0.551,547643,1997.08
20120410,0.517,0.483,166098,1994.41
20120412,0.373,0.627,948537,1986.63
20120413,0.432,0.568,224856,2008.91
20120416,0.371,0.629,566162,1992.63
20120417,0.475,0.525,179808,1985.3
20120418,0.504,0.496,173126,2004.53
20120419,0.502,0.498,176834,1999.86
20120420,0.479,0.521,177818,1974.65
20120423,0.421,0.579,557230,1972.63
20120424,0.528,0.472,163663,1963.42
20120425,0.545,0.455,159155,1961.98
20120426,0.501,0.499,281207,1964.04
20120427,0.401,0.599,410132,1975.35
20120430,0.267,0.733,828156,1981.99
20120502,0.347,0.654,647150,1999.07
20120503,0.354,0.646,299114,1995.11
20120504,0.414,0.586,343377,1989.15
20120507,0.294,0.706,925857,1956.44
20120508,0.387,0.613,278162,1967.01
20120509,0.461,0.539,243172,1950.29
20120510,0.447,0.553,250322,1944.93
20120511,0.357,0.643,279784,1917.13
20120514,0.304,0.696,868899,1913.73
20120515,0.391,0.61,238717,1898.96
20120516,0.385,0.615,281551,1840.53
20120517,0.419,0.581,207100,1845.24
20120518,0.733,0.267,338402,1782.46
20120521,0.603,0.397,778628,1799.13
20120522,0.761,0.239,262019,1828.69
20120523,0.773,0.227,245524,1808.62
20120524,0.764,0.236,245191,1814.47
20120525,0.467,0.533,322685,1824.17
20120529,0.354,0.646,1038052,1849.91
20120530,0.515,0.485,245919,1844.86
20120531,0.572,0.428,298835,1843.47
20120604,0.542,0.458,805006,1783.13
20120605,0.635,0.365,223754,1801.85
20120607,0.513,0.487,1274373,1847.95
20120608,0.667,0.333,336115,1835.64
20120611,0.517,0.483,826829,1867.04
20120612,0.67,0.33,246547,1854.74
20120613,0.69,0.31,238132,1859.32
20120614,0.68,0.32,237820,1871.48
20120615,0.574,0.426,287118,1858.16
20120618,0.437,0.563,625684,1891.71
20120619,0.593,0.407,209375,1891.77
20120620,0.61,0.39,220257,1904.12
20120621,0.582,0.418,222544,1889.15
20120622,0.757,0.243,294129,1847.39
20120625,0.643,0.357,572516,1825.38
20120626,0.718,0.282,217894,1817.81
20120627,0.73,0.27,220529,1817.65
20120628,0.721,0.279,219429,1819.18
20120629,0.243,0.757,410297,1854.01
20120702,0.293,0.707,262065,1851.65
20120703,0.306,0.694,260587,1867.82
20120704,0.287,0.713,258156,1874.45
20120705,0.527,0.473,442642,1875.49
20120706,0.52,0.48,586716,1858.2
20120709,0.619,0.381,339782,1836.13
20120710,0.625,0.375,387363,1829.45
20120711,0.607,0.393,360753,1826.39
20120712,0.665,0.335,357577,1785.39
20120713,0.636,0.364,472055,1812.89
20120716,0.642,0.358,281459,1817.79
20120717,0.641,0.359,287973,1821.96
20120718,0.62,0.38,268379,1794.91
20120719,0.203,0.797,625747,1822.96
20120720,0.233,0.767,771272,1822.93
20120723,0.208,0.792,443476,1789.44
20120724,0.22,0.78,424136,1793.93
20120725,0.652,0.348,747058,1769.31
20120726,0.636,0.364,716803,1782.47
20120727,0.638,0.362,850077,1829.16
20120730,0.631,0.369,867586,1843.79
20120731,0.626,0.374,898773,1881.99
20120903,0.795,0.205,731170,1912.71
20120904,0.821,0.179,239846,1907.13
20120905,0.814,0.186,243711,1874.03
20120906,0.814,0.186,228867,1881.24
20120907,0.481,0.519,286351,1929.58
20120910,0.51,0.49,664697,1924.7
20120911,0.582,0.418,215880,1920
20120912,0.608,0.392,207789,1950.03
20120913,0.615,0.385,213071,1950.69
20120914,0.692,0.308,347677,2007.58
20120917,0.712,0.288,752618,2002.35
20120918,0.778,0.222,305825,2004.96
20120919,0.814,0.186,305306,2007.88
20120920,0.81,0.19,293254,1990.33
20120921,0.878,0.122,313618,2002.37
20120924,0.819,0.181,740010,2003.44
20120925,0.882,0.118,244392,1991.41
20120926,0.868,0.132,258994,1980.44
20120927,0.867,0.133,259341,1988.7
20120928,0.469,0.531,419512,1996.21
20121002,0.62,0.38,1540203,1996.03
20121004,0.638,0.362,1276758,1992.68
20121005,0.7,0.3,301524,1995.17
20121008,0.661,0.339,668499,1981.89
20121009,0.703,0.297,223517,1979.04
20121010,0.749,0.251,219436,1948.22
20121011,0.74,0.26,233538,1933.09
20121012,0.818,0.182,316751,1933.26
20121015,0.754,0.246,660951,1925.59
20121016,0.805,0.195,239309,1941.54
20121017,0.812,0.188,243341,1955.15
20121018,0.787,0.213,244886,1959.12
20121019,0.833,0.167,277679,1943.84
20121022,0.83,0.17,614122,1941.59
20121023,0.838,0.163,225731,1926.81
20121024,0.839,0.161,208802,1913.96
20121025,0.825,0.175,215481,1924.5
20121026,0.864,0.136,217847,1891.43
20121029,0.483,0.517,676166,1891.52
20121030,0.507,0.493,224440,1899.58
20121031,0.499,0.501,225265,1912.06
20121102,0.689,0.311,306843,1918.72
20121105,0.732,0.268,833194,1908.22
20121106,0.766,0.234,299409,1928.17
20121107,0.766,0.234,294642,1937.55
20121108,0.822,0.178,433729,1914.41
20121109,0.845,0.155,581488,1904.41
20121112,0.835,0.165,1021471,1900.87
20121113,0.857,0.143,348204,1889.71
20121114,0.854,0.146,333245,1894.04
20121115,0.851,0.149,362860,1870.72
20121116,0.532,0.468,485891,1860.83
20121119,0.612,0.388,923663,1878.1
20121120,0.59,0.41,336428,1890.18
20121121,0.619,0.381,330473,1884.04
20121122,0.617,0.384,347368,1899.5
20121123,0.772,0.228,398366,1911.33
20121126,0.728,0.272,782859,1908.51
20121127,0.751,0.249,314117,1925.2
20121128,0.759,0.241,306599,1912.78
20121129,0.754,0.246,304426,1934.85
20121130,0.797,0.203,363226,1932.9
20121203,0.703,0.297,748868,1940.02
20121204,0.823,0.177,251366,1935.18
20121205,0.8,0.2,254668,1947.04
20121206,0.779,0.221,245719,1949.62
20121207,0.819,0.181,294780,1957.45
20121210,0.739,0.261,747611,1957.42
20121211,0.827,0.173,244120,1964.62
20121212,0.805,0.195,289910,1975.44
20121213,0.811,0.189,317841,2002.77
20121214,0.47,0.53,386790,1995.04
20121217,0.403,0.597,823526,1983.07
20121218,0.526,0.474,304331,1993.09
20121220,0.343,0.657,1229637,1999.5
20121221,0.459,0.541,413633,1980.42
20121224,0.366,0.634,1040521,1981.82
20121226,0.479,0.521,1752412,1982.25
20121227,0.522,0.478,499448,1987.35
20121228,0.512,0.488,497585,1997.05
20130102,0.48,0.52,1287452,2031.1
20130103,0.509,0.491,470756,2019.41
20130104,0.481,0.519,411181,2011.94
20130107,0.473,0.527,925398,2011.25
20130108,0.493,0.507,333133,1997.94
20130109,0.468,0.532,349109,1991.81
20130110,0.577,0.423,408108,2006.8
20130111,0.569,0.431,404731,1996.67
20130114,0.59,0.41,1014747,2007.04
20130115,0.628,0.372,380143,1983.74
20130116,0.613,0.387,395377,1977.45
20130117,0.62,0.38,384836,1974.27
20130118,0.411,0.589,478744,1987.85
20130121,0.426,0.574,1063672,1986.86
20130122,0.474,0.526,384453,1996.52
20130123,0.471,0.529,411668,1980.41
20130124,0.669,0.331,459153,1964.48
20130125,0.688,0.312,520710,1946.69
20130128,0.737,0.263,1267574,1939.71
20130129,0.8,0.2,515942,1955.96
20130130,0.851,0.149,586760,1964.43
20130131,0.91,0.09,649639,1961.94
20130204,0.909,0.091,1351086,1953.21
20130205,0.932,0.068,474715,1938.18
20130206,0.925,0.075,464293,1936.19
20130207,0.837,0.163,528558,1931.77
20130208,0.815,0.185,544244,1950.9
20130212,0.792,0.208,1744806,1945.79
20130213,0.816,0.184,989948,1976.07
20130214,0.83,0.17,514511,1979.61
20130215,0.774,0.226,566161,1981.18
20130218,0.77,0.23,1023762,1981.91
20130219,0.786,0.214,407375,1985.83
20130220,0.782,0.218,413799,2024.64
20130221,0.77,0.23,392127,2015.22
20130222,0.858,0.142,506616,2018.89
20130225,0.879,0.121,989366,2009.52
20130226,0.866,0.134,442675,2000.01
20130227,0.843,0.157,464593,2004.04
20130228,0.772,0.228,467654,2026.49
20130304,0.65,0.35,800501,2013.15
20130305,0.71,0.29,227117,2016.61
20130306,0.723,0.277,213498,2020.74
20130307,0.712,0.288,210578,2004.4
20130308,0.754,0.246,237316,2006.01
20130311,0.655,0.345,665937,2003.35
20130312,0.774,0.226,192790,1993.34
20130313,0.763,0.237,182875,1999.73
20130314,0.749,0.251,203935,2002.13
20130315,0.613,0.387,284835,1986.5
20130318,0.596,0.404,624975,1968.18
20130319,0.658,0.342,195500,1978.56
20130320,0.662,0.338,191778,1959.41
20130321,0.656,0.344,200697,1950.82
20130322,0.71,0.29,259359,1950.12
20130325,0.68,0.32,675502,1977.67
20130326,0.731,0.269,208730,1983.7
20130327,0.749,0.251,205667,1993.44
20130328,0.742,0.258,216129,1993.52
20130329,0.434,0.566,277605,2004.89
20130402,0.48,0.52,211815,1986.15
20130403,0.49,0.51,207168,1983.22
20130404,0.498,0.502,197902,1959.45
